review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
From exceptional restaurant recommendations to the beautiful room decorations—both upon arrival and on the day of his birthday—everything was curated with such care,27,2,0,0,0,0.7964,Good
We also loved being greeted each day by Adnan’s friendly smile as he helped us get cabs and navigate the city,23,1,0,0,0,0.8934,Good
A very special thank you to the very talented young lady that you are portrait as polo bears,18,0,0,0,0,0.8543,Good
The entire experience felt out of this world and far exceeded anything we could have imagined,16,0,0,0,0,0,Average
"We are beyond grateful to the lovely, friendly, and incredibly talented team who made this trip so special",20,0,0,0,0,0.9523,Good
We left already dreaming of our next visit,8,0,0,0,0,0,Average
"We can’t wait to go back! Highly, highly recommended",13,1,0,0,0,0.3946,Good
"Great hotel located centrally in the Dubai Marina, walking distance to most restaurants in the area and attached to the Marina Mall",23,1,0,0,0,0.6249,Good
"Wonderful views from the rooms as well as the pool area, which is a destination on its' own!",21,1,0,0,0,0.7263,Good
The room I was allocated was quite large and had a spacious bathroom with all the amenities to be expected of a 5-star hotel in Dubai,26,1,0,0,0,0,Good
"Comfortable bed, king size with plenty of wardrobe space and a lovely balcony overlooking the Marina",17,2,0,0,0,0.7964,Good
Breakfast was a real treat: high quality foods combined with friendly and fast service allowed for a lovely experience,20,0,0,0,0,0.8658,Good
It should be noted that the outdoor seating generally doesn't get much sunshine which it probably a good thing considering the temperature in the shade is always high enough,30,0,0,0,0,0.0701,Good
One oddity that I felt took some of the gloss of the say was the lack of room maintenance,19,0,0,0,0,-0.3182,Worst
"I had to purposely ask for cleaning, also never saw any evening turndown service which is the norm for this type of hotel",24,0,0,0,0,0,Average
"Also, although you could control the room lighting from your phone, it wasn't possible to cast to the TV like Chromecast",24,0,0,0,0,0.3612,Good
I stayed as an attendee of a conference and the facilities there were also of a high standard with plentiful offering of food almost all day!,27,0,1,0,0,0,Average
Completely unprofessional and unacceptable,4,0,0,0,1,-0.7818,Worst
The sudden termination of the partnership with Sonder left thousands of guests stranded without a hotel overnight,17,0,0,0,0,0,Average
Hard to believe this reflects any concern for guests or professionalism,11,0,0,0,0,-0.1027,Worst
조용하고 평화로운 분위기,0,0,0,0,0,0,Neutral
Excellent,1,1,0,0,0,0.5719,Good
אני רוצה להודוצת לצוות המלון על יחס מושלם! פקיד הקבלה עדל היה נעים מאוד והתחשב בכל דבר שביקשנו ! אבדה לנו שקית במונית והוא דאג להתקשר ולהשיב לנו אותה ! ג'פרי העובד נתן לנו שרות מעולה  אני ממליץ לכולם להגיע למלון הזה,0,0,0,0,0,0,Neutral
L’hôtel est exceptionnel à tous niveaux,8,0,0,0,0,0,Average
"|Mention spéciale à Abdulnasr, Ayoub, Mujahid et Abdullah qui ont été à notre service, souriant et accueillant tout le long de notre séjour",26,0,0,0,0,-0.128,Worst
|Merci à vous 🙏🏻|Nous reviendrons…,5,0,0,0,0,0,Average
Os funcionários são maravilhosos!!!super solicitos e amáveis ♥️♥️❤️❤️❤️sempre prontos para nos agradar 🤗gostei bastante,18,0,0,0,0,0.9198,Good
We had a great stay at the JW Marriott Marina,10,1,0,0,0,0.8143,Good
"The hotel was impeccably clean, and the service was truly next level — far beyond what you typically find in Europe",22,1,0,0,0,0.6808,Good
Afsal and Alfrin from the restaurant went above and beyond to accommodate every request and made our stay truly special,20,0,0,0,0,0.6808,Good
Just hope the management can improve the service at the Wane pool bar,13,0,0,0,0,0.7003,Good
It was our second time at JW Marriott Marina,9,0,0,0,0,0.516,Good
Always an amazing experience in this wonderful hotel,8,2,0,0,0,0.8472,Good
"In particularly, special thanks to Adel, the Front Office Supervisor that gave to us such an amazing room, to Bahaa the restaurant manager for his kindness and helpfulness, to Rais the housekeeper for arranging the room for my birthday with decorations",45,1,0,0,0,0.942,Good
I’ll return for sure,6,0,0,0,0,0.3182,Good
Thank you!,3,0,0,0,0,0.4199,Good
Die Erfahrung war hervorragend ✅🙌|كثير حبيت الرحلة عامة، تجربة كثير رائعة، تجربة النخبة💜|حبيت الناس يلي عم تشتغل بالمطبخ و لي عم تقدر المشروبات,0,0,0,0,0,0,Neutral
"مبتسمين و يسأله بكل حب إذا كلشي تمام🤩 منهم|Yamen, Abada, Annraj",0,0,0,0,0,0,Neutral
|💜فخامة الاوطيل كمان 🤩  كثير حبيت|اذا اجاتني فرصة أخرى ما راح أتردد و إجي 🙏,0,0,0,0,0,0,Neutral
فندق فخم 👌🏻 حضرت مؤتمر فيه وان شاء الله بحاول احجز فيه مستقبلا خاصة ان السعر مرتفع جدا,0,0,0,0,0,0,Neutral
مميز ان مارينا مول ملاصق له,0,0,0,0,0,0,Neutral
Good,1,0,0,0,0,0.4404,Good
"Cet hôtel mérite ces 5 étoiles tout est parfait, le personnel, la nourriture, la vue tout !",20,0,0,0,0,-0.3164,Worst
"Best hotel to stay in Marina area,  big swimming pool with amazing vip, music, delicious food and amazing cocktails",22,4,0,0,0,0.9628,Good
Service really great and staff so friendly and helpful,9,2,0,0,0,0.9113,Good
Will be back every year for this amazing Hotel,9,1,0,0,0,0.6705,Good
Séjour exceptionnel au JW Marriott Hotel Marina,7,0,0,0,0,0.516,Good
"Un rapport qualité-prix vraiment remarquable pour un établissement de ce standing, où tout est pensé dans le détail",19,0,0,0,0,-0.128,Worst
"L’hôtel est superbe, impeccablement tenu, et le service est au niveau des plus grandes maisons",19,0,0,0,0,0,Average
"La partie conciergerie est irréprochable (un grand merci à Santosh, toujours disponible, attentif et d’une efficacité exemplaire tout au long du séjour), le service d’accueil chaleureux et fluide, le Kids Club parfaitement adapté aux familles, et le restaurant JW un vrai plaisir, tant pour la qualité des plats que pour le service attentionné",65,0,0,0,0,0.7034,Good
"Enfin, je tiens à remercier le jeune homme d’origine algérienne, dont j’ai malheureusement oublié le prénom, qui a pris le temps de parler français avec nous et de nous assister pour les bagages et les réservations d’activités",46,0,0,0,0,0,Average
"Une personne remarquable, d’une gentillesse et d’un professionnalisme rares",14,0,0,0,0,0,Average
"En résumé, un séjour parfait, porté par une équipe engagée et bienveillante",14,0,0,0,0,0,Average
Nous reviendrons sans hésiter,4,0,0,0,0,0,Average
Good,1,0,0,0,0,0.4404,Good
Nice and chill area,4,0,0,0,0,0.4215,Good
Amazing juices and steam at Harbour,6,1,0,0,0,0.5859,Good
I like having dinner sometimes at the Harbour,8,0,0,0,0,0.3612,Good
lounge and look at the nice view 🩵,8,0,0,0,0,0.4215,Good
"Strategic location- connected to mall, surrounded by restaurants qnd everything is walking distance away",15,0,0,0,0,0,Average
Wonderful 👍✌️👌💯,0,0,0,0,0,0,Neutral
Everything was perfect,3,1,0,0,0,0.5719,Good
Overall nice hotel a bit expensive but the service and the assistance offered in not a 5 star hotel definitely …,21,0,0,1.5,1,0.6652,Medium
There’s a lot of delay in many aspects,10,0,0,0,1,-0.3182,Worst
We have been staying at the JW Marriott Marina Dubai for almost a week,14,0,0,0,0,0.516,Good
It has been a wonderful experience in everyway! The best part is that the beds are amazing,18,3,0,0,0,0.9184,Good
We really always need a good mattress when traveling! The service is impeccable especially the Room Keeper who made sure we always had exactly what we needed when ever we requested it,33,0,0,0,0,0.6696,Good
His name is Vaynush,4,0,0,0,0,0,Average
"He is respectful, responsive, hardworking, and leaves our room so fresh and clean",16,2,0,0,0,0.8874,Good
We really appreciate that kind of service at our stays,10,1,0,0,0,0.4576,Good
Thank you Vaynush,3,0,0,0,0,0.3612,Good
"Et fantastisk hotell, glimrende fasiliteter; fine rom, god mat, men best av alt er servicen! Spesielt til Mujadiren i restauranten",25,1,1,0,0,0.8122,Good
Great experience 😃,3,1,0,0,0,0.765,Good
Very Good,2,0,0,0,0,0.4927,Good
"Ich hatte einen großartigen Aufenthalt in diesem Hotel! Schon beim Check-in wurde ich sehr herzlich empfangen, und das Personal war während meines gesamten Aufenthalts ausgesprochen nett",28,0,0,0,0,-0.636,Worst
"Ein riesiges Dankeschön an Kate, Elene und Mariami, ihr seid super !",14,0,0,0,0,0.636,Good
"Struttura eccellente, ed altrettanto la posizione,  gestita magistralmente, ma la punta di diamante di questo hotel è rappresentata dallo staff dei camerieri addetti al ristorante, tutti impareggiabili di cui non faccio l’elenco; tutti competenti, premurosi , attenti, solerti, disponibili ed affabili, hanno reso la nostra permanenza, fantastica!",60,0,0,0,0,0,Average
"Durant ma semaine d'anniversaire, l'équipe de cuisine, le chef Yamin et le personnel ont rendu mon séjour très agréable et mémorable",23,0,0,0,0,0,Average
La cuisine est exquise et les plats préparés avec soin… un véritable voyage culinaire,14,0,0,0,0,0,Average
It was amazing,3,1,0,0,0,0.5859,Good
We had a great time while there was a Lebanese band there and we celebrated our friend bday I like the place and everything,24,1,0,0,0,0.926,Good
"Удобно, красиво, почти центр города",0,0,0,0,0,0,Neutral
Все рядом,0,0,0,0,0,0,Neutral
Highly recommended,2,1,0,0,0,0.2716,Good
The condition of the room is not high as it should be for a 5 star hotel,17,0,0,0,0,0,Average
We changed the room 3 times,6,0,0,0,0,0,Average
After a severe accident no explanation was given and manager on duty did not show any empathy or understanding,19,0,0,0,0,-0.7845,Worst
Which felt odd and unsafe,5,0,0,0,1,-0.3182,Worst
Excellent hotel,2,1,0,0,0,0.5719,Good
Had a great stay during Oct 2025,0,0,0,0,0,0,Neutral
Elite recognition is the great,5,1,0,0,0,0.6249,Good
Breakfast is very good,4,0,0,0,0,0.4927,Good
Pool and gym is excellent with sauna and jacuzzi available,10,1,0,0,0,0.5719,Good
The room was clean and big with a nice balcony over looking the marina,14,1,0,0,0,0.6705,Good
The service was excellent,4,1,0,0,0,0.5719,Good
All the staff from reception to housekeeping were friendly and helpful,11,1,0,0,0,0.7184,Good
The marina area is nice but a bit far from the downtown main attractions and takes 45mins by train,19,0,0,1.5,0,0.6808,Medium
The marina mall is next and connected to hotel so everything is within reach,14,0,0,0,0,0.0258,Average
There is tram to circle the marina area,8,0,0,0,0,0,Average
The main metro is 10 mins walk away,8,0,0,0,0,0,Average
I’d stay at hotel on my next visit to Dubai,12,0,0,0,0,0,Average
Siamo stati in questo hotel per la nostra luna di miele ed é stata una permanenza fantastica e che ricorderemo per sempre,22,0,0,0,0,0,Average
L’hotel è davvero splendido e tutto il personale é composto da persone gentilissime e di buon cuore,19,0,0,0,0,0,Average
"|Ricordiamo con piacere Alffrin Augustine, Saharukh, Abdulnasar, Ajay, Charmaine e tutti gli altri non qui menzionati🧡",20,0,0,0,0,0.6369,Good
"I attended the corporate party held on 17th October 2025, followed by dinner",14,0,0,0,0,0.4019,Good
"Unfortunately, the overall event arrangements were quite disappointing",9,0,0,0,1,-0.7089,Worst
"There was a severe shortage of food, and the service staff kept assuring guests that more servings were on the way, but nothing arrived",26,0,0,0,0,-0.128,Worst
"After some time, the staff began wrapping up while many guests were still waiting, resulting in several people leaving without having dinner",24,0,0,0,0,0,Average
"On a positive note, the valet parking staff were highly professional and managed their duties efficiently",17,1,0,0,0,0.743,Good
"However, the prayer area was too small to accommodate even ten people at the same time, which caused inconvenience to several guests",24,0,0,0,0,-0.3612,Worst
"I wanted to bring these points to your attention, as such issues left a poor impression on many attendees",20,0,0,0,1,-0.296,Worst
est la 2eme fois que nous venons et nous sommes à nouveau enchanté par cet hotel|Tout le personnel est au top|Un merci tout particulier a Mujahid qui nous a reconnu des qu,32,0,0,0,0,-0.128,Worst
on est arrivé ! Avec tout le monde qu,9,0,0,0,0,-0.2003,Worst
"il voit, c",4,0,0,0,0,0,Average
est incroyable et ça nous as beaucoup touchés On était très content de le revoir,15,0,0,0,0,0,Average
Il a tout fait pour qu,6,0,0,0,0,-0.128,Worst
on soit très bien pendant tout le séjour et qu,10,0,0,0,0,-0.128,Worst
"on ne manque de rien|merci aussi a Abdulnasar et au monsieur qui parle français a l'entrée de l'hôtel et qui nous as bien aidé |merci au personnel de cuisine, du ménage",32,0,0,0,0,0,Average
merci a tous vous faites tout pour nous rendre les vacances parfaites et c,14,0,0,0,0,-0.128,Worst
est réussi !,0,0,0,0,0,0,Neutral
est la 2eme fois que nous venons dans cet hôtel a la même période,14,0,0,0,0,0,Average
Inutile de vous préciser qu,5,0,0,0,0,0,Average
"il nous plaît a tout point de vue ! Et le personnel est vraiment sympa, professionnel, enfin d",20,0,0,0,0,-0.2003,Worst
une grande gentillesse et ils font tout pour nous rendre le séjour le plus parfait possible,16,0,0,0,0,-0.128,Worst
Un merci tout particulier a Mujahid qui nous a reconnu dès que nous sommes arrivés et pourtant il voit beaucoup de monde !! Il a encore etait au petit soin pour nous,33,0,0,0,0,-0.2695,Worst
