review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
in conclusion while the hotel’s design and infrastructure are impressive the restrictive policies and limited service offering significantly impacted our experience,25,0,0,0.0,0,Good,Worst
without the exceptional efforts of the staff mentioned our stay would have been far more disappointing,17,1,0,0.0,1,Good,Good
we are truly grateful for their commitment and support,9,0,0,0.0,0,Good,Good
on recuption there is one name is min very helpful very quick to solve any inquiry we have,18,2,0,0.0,0,Good,Good
befor one day as well we have mr muhamad tarik help to find cofertble room,15,0,0,0.0,0,Good,Good
kids was sooooo happy,4,0,0,0.0,0,Good,Good
thanks mariot palm to have such a good team,9,0,0,0.0,0,Good,Good
great rooms good food a d great service from team tolga,11,3,0,0.0,0,Good,Good
i had an excellent stay at marriott resort palm jumeirah,10,1,0,0.0,0,Good,Good
the property offers a perfect combination of luxury comfort and breathtaking views,14,1,0,0.0,0,Good,Good
the rooms were spacious clean and beautifully designed providing a very relaxing atmosphere,16,2,0,0.0,0,Good,Good
the staff was extremely professional courteous and always willing to assist which made the stay even more enjoyable,21,2,0,0.0,0,Good,Good
the food and dining experience were outstanding with a great variety of highquality options,15,2,0,0.0,0,Good,Good
the location is also ideal offering easy access to key attractions in dubai,14,0,0,0.0,0,Good,Good
overall it was a memorable and excellent experience,9,1,0,0.0,0,Good,Good
i would highly recommend this hotel to anyone visiting dubai,10,2,0,0.0,0,Good,Good
we had an excellent experience at levantera restaurant the service was impeccable and we felt very well welcomed from the very beginning,24,1,0,0.0,0,Good,Good
a special mention to chef dinuka who does an amazing job,12,1,0,0.0,0,Good,Good
the food was simply spectacular,6,0,0,0.0,0,Average,Average
where do i even begin our first stay at marriott palm – april completely won us over — and i mean that literally because ive since made additional bookings running from april through june,43,0,0,0.0,0,Good,Average
a massive thanks 🙏 to sue at the front desk as well as the entire team across the pool housekeeping restaurants…etc,24,0,0,0.0,0,Good,Good
for making our stay so special from the moment we arrived,11,0,0,0.0,0,Good,Good
the checkin experience was seamless — sue in particular went above and beyond — and the complimentary upgrade thanks to marriott bonvoy set the tone for what turned out to be an extraordinary stay,36,0,0,0.0,0,Good,Good
the room was gorgeous the views were stunning and the whole place just felt right — pool housekeeping restaurants the lot,26,0,0,0.0,0,Good,Good
the kind of hotel where everything works without you having to ask twice,13,1,0,0.0,0,Good,Good
so much so that ive gone and made more bookings between april and june,16,0,0,0.0,0,Average,Average
were staying here before and after our uk trip and weve booked it for the kids birthdays too,22,0,0,0.0,0,Average,Average
says it all really,4,0,0,0.0,0,Average,Average
if there’s any room for improvement i would only say that,15,0,0,1.5,0,Medium,Medium
staff at breakfast lavantera as well as dinner cucina over the weekends did not seem to be very used to managing large number of clients at once which can be fixed with a little bit of training “dedication” from some,47,0,0,0.0,0,Good,Good
however i still would not judge them fully as some days were better than others depending on the waiter,20,0,0,0.0,1,Worst,Worst
the support staff offering juices upon checkin seemed to be offering it selectively which at the bonvoy elite front desk didn’t make much sense were not very helpful when asked if they can bring a forgotten item in the luggage,43,1,0,0.0,0,Good,Good
not a big deal but can make a huge difference,10,0,0,0.0,0,Good,Good
big thanks to sue paul oussama and the whole marriott palm team — youve got a regular here,21,0,0,0.0,0,Good,Good
highly recommend,3,2,0,0.0,0,Good,Good
nice hotel with great staff,5,2,0,0.0,0,Good,Good
paul at the front desk and tolgahan at levantera were standing outs,13,0,0,0.0,0,Average,Average
tologahan was really nice and helpful,6,1,0,0.0,0,Good,Good
he was able to help us get our coffee drinks quickly and efficiently on a busy saturday,17,0,0,0.0,0,Good,Good
it was to stay there,5,0,0,0.0,0,Average,Average
it was very nice,4,0,0,0.0,0,Good,Good
i had a coffee it was great 👍,8,1,0,0.0,0,Good,Good
its was where nice,5,0,0,0.0,0,Good,Good
an unforgettable stay at marriott resort palm jumeirah,8,0,0,0.0,0,Average,Average
i had the pleasure of staying at the marriott resort palm jumeirah as a guest of a generous friend and it was truly an experience worth writing about,29,1,0,0.0,0,Good,Good
the accommodation was exceptional — wellappointed spotlessly clean and offering stunning views that made every moment feel like a luxury escape,23,2,0,0.0,0,Good,Good
the room quality and comfort were everything youd expect from a worldclass resort,14,0,0,0.0,0,Good,Good
the food was a highlight in its own right,9,0,0,0.0,0,Good,Average
whether it was breakfast dining at the resort restaurants or inroom service every meal was beautifully presented and delicious,22,1,0,0.0,0,Good,Good
the variety and quality consistently impressed me throughout the stay,10,1,0,0.0,0,Good,Good
what truly set this resort apart however was the staff,12,0,0,0.0,0,Good,Good
from checkin to checkout every team member was warm professional and genuinely attentive,16,2,0,0.0,0,Good,Good
they went out of their way to make guests feel welcomed and cared for — the kind of hospitality that you remember long after youve checked out,28,1,0,0.0,0,Good,Good
a heartfelt thank you to my friend for making this stay possible,12,0,0,0.0,0,Good,Good
if youre looking for a resort on the palm that delivers on every front — comfort cuisine and service — the marriott resort palm jumeirah is absolutely it,31,0,0,0.0,0,Good,Good
highly recommended,3,1,0,0.0,0,Good,Good
overall amazing experience from checkin talking to duty manager al farsi and a person who checked me in which i forgot his name i wanted to really thank him for his hospitality during breakfast tolgahan service was amazing he tried to help in anyway thanks to him as well,51,2,0,0.0,0,Good,Good
pool is huge and with beach front what else you want more,12,0,0,0.0,0,Good,Good
ich besuchte das cucina restaurant und war wirklich begeistert – sowohl vom service als auch vom essen,17,0,0,0.0,0,Worst,Worst
besonders das selbstgemachte eis ist absolut empfehlenswert und definitiv ein highlight,11,0,0,0.0,0,Good,Average
in der lobby traf ich paul der uns später noch kurz das hotel zeigte und uns über aktuelle angebote informierte,21,0,0,0.0,0,Average,Average
so ein freundlicher und hilfsbereiter mitarbeiter wie paul ist wirklich ein großer gewinn für jedes hotel,16,0,0,0.0,0,Average,Average
aufgrund dieser rundum positiven erfahrung planen wir nun auf jeden fall unseren nächsten urlaub im marriott resort zu verbringen,20,0,0,0.0,0,Average,Average
absolut empfehlenswert,3,0,0,0.0,0,Average,Average
it was great stay 👍 special thanks to paul for his help,12,1,0,0.0,0,Good,Good
you should make a taller kids pool,7,0,0,0.0,0,Average,Average
we used this time the day pass and it was a great day although not the first time,18,1,0,0.0,0,Good,Good
we immediately noticed the lack of staff as food was taking mn to be served and orders confused probably after bulk of employee released following the recent crisis,29,0,0,0.0,0,Worst,Worst
but this is the real litmus test as the team demonstrated an incredible resilience and positive response trying their best to deliver a good experience and indeed it was an enjoyable one despite the challenging situation,36,1,0,0.0,0,Good,Good
special thanks to chandan who was everywhere to accommodate the needs of all customers some less reasonable than others,20,0,1,0.0,0,Average,Average
i hope the management will recognise this extra mile but also restaff quickly to maintain the standard of such lovely hotel,21,0,1,0.0,0,Average,Average
супер отзывчивый персонал,0,0,0,0.0,0,Neutral,Neutral
премиальный сервис,0,0,0,0.0,0,Neutral,Neutral
м клаб,0,0,0,0.0,0,Neutral,Neutral
номер люкс,0,0,0,0.0,0,Neutral,Neutral
удобный выезд с пальмы,0,0,0,0.0,0,Neutral,Neutral
цена,0,0,0,0.0,0,Neutral,Neutral
отлель в раз лучше хилтона,0,0,0,0.0,0,Neutral,Neutral
супер отзывчивый персонал,0,0,0,0.0,0,Neutral,Neutral
премиальный сервис,0,0,0,0.0,0,Neutral,Neutral
м клаб,0,0,0,0.0,0,Neutral,Neutral
номер люкс,0,0,0,0.0,0,Neutral,Neutral
удобный выезд с пальмы,0,0,0,0.0,0,Neutral,Neutral
цена,0,0,0,0.0,0,Neutral,Neutral
отлель в раз лучше хилтона,0,0,0,0.0,0,Neutral,Neutral
great stay paul and staff where all super supportive,10,1,0,0.0,0,Good,Good
отдых в отеле оставил самые лучшие впечатления,0,0,0,0.0,0,Neutral,Neutral
заселили быстро номер дали с потрясающим видом на море,0,0,0,0.0,0,Neutral,Neutral
хотя оплачен был другой,0,0,0,0.0,0,Neutral,Neutral
в отеле тихо спокойно чисто,0,0,0,0.0,0,Neutral,Neutral
уборка ежедневно всё необходимое дают халаты тапочки косметические принадлежности зубные щётки,0,0,0,0.0,0,Neutral,Neutral
в номерах кофемашина всё исправно пополняется,0,0,0,0.0,0,Neutral,Neutral
большое спасибо клининговой службе за чистоту и порядок,0,0,0,0.0,0,Neutral,Neutral
питание вкусное брали завтраки и ужины,0,0,0,0.0,0,Neutral,Neutral
сейчас отели не заполнены поэтому понятно что выбор блюд не такой большой и ужины по меню но все вкусно спасибо поварам и персоналу,0,0,0,0.0,0,Neutral,Neutral
