review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
"||||Despite the pressure and volume of guests, Ericka remained organized, patient, and communicative, ensuring a smooth and positive guest experience",24,0,0,0,0,Neutral,0
Her problem-solving skills and composure went well beyond expectations,9,0,0,0,0,Neutral,0
||||Ericka exemplifies the service standards and values of DoubleTree,9,0,0,0,0,Neutral,3
Her performance deserves formal recognition and strong consideration during performance and compensation reviews,13,0,0,0,0,Neutral,0
I spent 6 nights here,5,0,0,0,0,Neutral,0
The breakfast time food and beverage staff are either 0% or 75%,14,0,0,0,0,Neutral,0
They either check in on you or they completely snub you,11,0,0,0,0,Neutral,0
Every day we have lady bugs in our bathroom crawling all over towels and on the floor,17,0,0,0,0,Neutral,0
"Front desk staff is friendly for the most part, however, I did overhear a very unprofessional response to a friendly guest on our last evening there",28,2,0,0,0,Good,2
(My wife heard it too and she spent 8 years with Hilton as a sales director) Evening dining experience is also pleasant,24,1,0,0,0,Good,0
Location is a bit weird since you're inside a neighborhood with lots of traffic,15,0,0,0,0,Neutral,0
"Ice machine doesn't work on the 3rd floor, gotta go down to the 2nd floor for ice",20,0,0,0,0,Neutral,0
"All in all, a good QC audit would be fitting",11,1,0,0,0,Good,0
THE BEST EVER 👌,4,0,0,0,0,Neutral,0
GOD ✝️ ESS LOVE💋,4,0,0,0,0,Neutral,0
BEAUTIFUL FAMILY 🎊,3,0,0,0,0,Neutral,0
BE BACK HOME 🏡,4,0,0,0,0,Neutral,0
#EMPOWER DREAM TEAM 888👑,5,0,0,0,0,Neutral,0
# DOKTUR LOVE💚 🦄,4,0,0,0,0,Neutral,0
MA$COT MILLI ONAIRE💙 ♾️,6,0,0,0,0,Neutral,0
I had to write the review based completely on my experience,11,0,0,0,0,Neutral,0
I never had the opportunity to stay there,8,0,0,0,0,Neutral,1
"My reservation was canceled randomly, and then I was told there were no rooms available",16,0,0,0,0,Neutral,0
I was hung up 3 times prior to actually being able to speak with someone; only to be told oh well,22,0,0,0,0,Neutral,0
So now I am coming into town with nowhere to stay on a holiday weekend,15,0,0,0,0,Neutral,1
Great rooms well furnished but didn't have a refrigerator or a microwave in the room,16,1,0,0,0,Good,0
Would have been nice for the bathroom door to swing into the room rather than into the bathroom as it was rather cramped,23,1,0,0,0,Good,0
Absolutely amazing place to stay and even more amazing staff!,11,2,0,0,0,Good,1
"No mini fridge, otherwise excellent room",7,1,0,0,0,Good,0
Love the cookies!,4,0,0,0,0,Neutral,0
Kenny is amazing great energy nice person  very on top of it,12,3,0,0,0,Good,0
If I could give this hotel negative stars I would,10,0,0,0,0,Neutral,0
I booked this hotel months ago as it was the host hotel for my graduation ceremony,16,0,0,0,0,Neutral,0
"On Thursday, December 11 I received an email where I could check in to the hotel and select my room",21,0,0,0,0,Neutral,0
This would have allowed me to come directly to the hotel and go directly to my room,17,0,0,0,0,Neutral,0
Upon arrival that was not the case and I had to go to the front desk,16,0,0,0,0,Neutral,0
The front desk had two stations however only one front desk clerk was working,14,0,0,0,0,Neutral,0
I arrived at 4:30 PM and the line was almost out the door,13,0,0,0,0,Neutral,0
"I did not understand why I had to check in at the front desk, but I waited my turn and so",22,0,0,0,0,Neutral,0
I was charged for the entire stay upfront,8,0,0,0,0,Neutral,1
"I checked into my room, proceeded to pre-graduation activities downstairs in one of the ballrooms",16,0,0,0,0,Neutral,0
Here’s the only favorable part of staying at this hotel,12,0,0,0,0,Neutral,0
The food was absolutely delicious that they served,8,0,0,0,0,Neutral,0
I returned to my room just about 10 PM,9,0,0,0,0,Neutral,0
The only room is available when I was able to do a pre-check in were adjoining rooms however it did not state that when I was checking in online,29,0,0,0,0,Neutral,0
About 1 AM the adjoining room came in and that’s when I realized the walls in this hotel are paper thin,23,0,0,0,0,Neutral,0
Their voices carried,3,0,0,0,0,Neutral,0
So it woke me up out of my sleep,9,0,0,0,0,Neutral,0
"Moments later, the couple begin to do things that couples do",12,0,0,0,0,Neutral,0
And they were very very loud,6,0,0,0,0,Neutral,0
This went on for over an hour,7,0,0,0,0,Neutral,0
When they finally finished the next thing I heard was someone else staying at the hotel banging on someone’s door yelling their name,25,0,0,0,0,Neutral,0
Eventually hotel staff came up because others also complained about the banging on the door,15,0,0,0,0,Neutral,0
It was after 4 AM before I was able to go back to sleep,14,0,0,0,0,Neutral,0
I woke up,3,0,0,0,0,Neutral,0
I got ready for my graduation and upon going downstairs to seek help from a manager I was informed by the front desk clerk that there was not a manager on property and that a manager would not be on property until Monday,43,0,0,0,0,Neutral,0
So there was no way for me to rectify the situation before checking out,14,0,0,0,0,Neutral,0
I provided my name email address phone number in the room I stayed in,14,0,0,0,0,Neutral,0
I also obtained the business card of the manager and I will be sending them an email about this situation,20,0,0,0,0,Neutral,0
"In my opinion, Hilton is a hotel that thrives in excellence",12,0,0,0,0,Neutral,0
What I experienced was not excellence,6,0,0,0,0,Neutral,0
It reminded me of a motel on the side of the road with roaches,14,0,0,0,0,Neutral,0
This is not what I am accustomed to as a Hilton Honors member and I hope this can be rectified,20,0,0,0,0,Neutral,0
I am providing an update to this review,8,0,0,0,0,Neutral,0
I reached out to the corporate office for Hilton with no success in helping me rectify the situation,18,0,0,0,0,Neutral,0
There is a response from the hotel to give them a call,12,0,0,0,0,Neutral,0
I have tried numerous times to call the mailbox for the manager is full,14,0,0,0,0,Neutral,0
I am going to chalk this up to a lesson learned and go back to booking Airbnb properties where I do not have to deal with this,27,0,0,0,0,Neutral,0
"If you read this review, be very mindful again that walls are very thin at this hotel",18,0,0,0,0,Neutral,0
My family and I stayed here 3 nights in 2 king size corner rooms and were in town for a family wedding,22,0,0,0,0,Neutral,0
"One of the rooms had no heat, (December 3rd arrival) and it was very cold in the room, informed the front desk and given 2 blankets",30,0,0,0,0,Neutral,0
Maintenance was never informed about the issue by the front desk from the night before and the next day my daughter in law noticed a maintenance person on their floor and he checked it and said the part had to be ordered for the heater and they shouldn't have rented out that room,54,0,0,0,0,Neutral,0
They had to be moved to another room the maintenance person arranged for them,14,0,0,0,0,Neutral,0
Very disappointed in the service we received and conveyed this in  a text I received from Hilton asking about our stay,21,0,0,1,0,Medium,3
I received an apology and was told the manager and chief engineer were informed,14,0,0,0,0,Neutral,0
I never heard back after that from anyone,8,0,0,0,0,Neutral,0
"Our group staying at this hotel for the wedding was large, and many other guests in other rooms were having many issues as well",25,0,0,0,0,Neutral,0
We are Hilton members and have stayed in locations throughout the country,12,0,0,0,0,Neutral,0
This one was somewhat disappointing,5,0,0,0,0,Neutral,0
We were attending a wedding and at check-in were not given a room in the block with other guests (and were not given a welcome bag that the bride had left with the front desk for guests),39,0,0,0,0,Neutral,0
"Overall, this was the first Hilton we've found that didn't provide complimentary bottled water in the rooms ($5 uncharge per bottle) and no lobby coffee in the morning - only $7",38,0,0,0,0,Neutral,0
50 coffees in the restaurant,5,0,0,0,0,Neutral,0
"All that said, the location was ideal - easy access off the interstate and convenient to the wedding venue",20,0,0,0,0,Neutral,0
The room was clean and comfortable (with daily housekeeping),11,2,0,0,0,Good,4
Go Elsewhere!,3,0,0,0,0,Neutral,0
Stayed here for a business trip,6,0,0,0,0,Neutral,0
"Nice, clean hotel and friendly staff",7,3,0,0,0,Good,2
"Front desk clerk, Ericka, went above and beyond, with a welcoming personality, which was really appreciated",20,0,0,0,0,Neutral,0
The room and the hotel facilities were great,8,1,0,0,0,Good,0
"The bathroom was a bit old, but not a real issue",12,0,0,0,0,Neutral,0
The real problem was the staff,6,0,0,0,0,Neutral,2
"The front-desk lady was extremely unwelcoming—no hello, no smile, no help",15,0,0,0,0,Neutral,0
It was one of the most uninviting experiences I've had at a hotel,14,0,0,0,0,Neutral,0
The attitude was the same with other staff members as well,11,0,0,0,0,Neutral,2
"A hotel can be nice, but without proper customer service, the whole experience suffers, and unfortunately that was the case here",24,1,0,0,0,Good,3
"Turbulent in the beginning due to the Hilton Rewards from my wife's account overtaking my reservation, but otherwise a great experience",23,1,0,0,0,Good,0
The room was spacious and completely accommodating,7,0,0,0,0,Neutral,0
"The staff was helpful and very pleasant, and the restaurant was delicious!",14,2,0,0,0,Good,2
We were in Roswell for a long weekend wedding celebration with a large group of family and friends,18,0,0,0,0,Neutral,0
"Upon arriving at the hotel, we knew it was going to be a great experience",16,1,0,0,0,Good,0
"Ericka was at the front desk, and made the check in process so easy, and even gave us some warm cookies",23,0,0,0,0,Neutral,0
She is simply the best!!!!!!!!  Our room was clean and the bed was so comfortable,23,2,0,0,0,Good,4
"Whenever we needed anything from extra towels to toiletries, Ericka and the rest of the staff went above and beyond to make our stay comfortable",26,1,0,0,0,Good,0
Our group we even able to provide Ericka with some flowers for the front desk when we returned from wedding,20,0,0,0,0,Neutral,0
A bonus surprise was a personal short video from her that our friends took when they checked out and sent to us,22,0,0,0,0,Neutral,0
"If there is one thing to note, some of the ice machines on several of the floors were not working, but the bar attendants on the first floor were more than happy to fill our ice bucket",39,0,0,0,0,Neutral,0
We will definitely stay here again when we visit the area in the future,14,0,0,0,0,Neutral,1
There is so much history and many fun places to visit in the city,14,0,0,0,0,Neutral,0
Make sure to visit some of the fantastic restaurants on Canton Street,12,0,0,0,0,Neutral,0
The staff was pleasant and the rooms were nice,9,2,0,0,0,Good,2
The bathrooms did need to be serviced,7,0,0,0,0,Neutral,0
Impossible to connect with front desk they don’t answer their phones I am a diamond member never has this happened,22,0,0,0,0,Neutral,0
"Clean, nice rooms well located for the event we were attending",12,2,0,0,0,Good,4
Ericka was a front desk employee who went above and beyond to make our stay great,16,1,0,0,0,Good,1
She was so friendly and knowledgeable,6,1,0,0,0,Good,2
"My stay at the Hilton was absolutely wonderful, but what truly made it unforgettable was Erica",17,1,0,0,0,Good,1
"From the moment I arrived, she went above and beyond to make me feel welcome and taken care of",20,0,0,0,0,Neutral,0
"You can tell she genuinely cares about guests — her warmth, attention to detail, and professionalism are unmatched",20,0,0,0,0,Neutral,0
"Whether it was helping with local recommendations, making sure my room was perfect, or just greeting me with a smile every morning, Erica turned a great hotel experience into an exceptional one",35,2,0,0,0,Good,0
The Hilton is lucky to have her — she’s truly the heart of this place!,18,0,0,0,0,Neutral,0
"If you’re planning to stay here, do yourself a favor and find Erica",16,0,0,0,0,Neutral,1
She’s hands down the best person ever and the reason I’ll be coming back again,19,0,0,0,0,Neutral,0
The staff here is amazing,5,1,0,0,0,Good,2
Food at the restaurant/bar is good also,7,1,0,0,0,Good,0
The cost of food and drinks are extremely expensive,9,0,0,0,1,Worst,0
We had a great stay with our kids! The rooms were nice with comfy beds,16,2,0,0,0,Good,1
Erica was so helpful and sweet with the kids,9,1,0,0,0,Good,0
Will definitely stay there again!,6,0,0,0,0,Neutral,1
Great location! Staff was excellent,6,2,0,0,0,Good,2
Very welcoming! Would stay here again on a future visit,11,0,0,0,0,Neutral,1
Rooms were spacious,3,0,0,0,0,Neutral,0
