review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
I find this ridiculous if you pay for a hotel room you should be able to park on the property for free,22,0,0,0,0,0.0065,Average
"Only did we have to pay a fee, but we had to go to an app and pay",19,0,0,0,0,-0.2023,Worst
"When we got to her room my husband was studying for a state exam, and I was sitting on one side of the room and he was sitting on the other",32,0,0,0,0,0.0,Average
The chair in the room was so filthy that I didn’t want to sit on it,18,0,0,0,1,0.0772,Worst
I sat on the foot rest instead,7,0,0,0,0,0.0,Average
That’s when I noticed that the carpet looks like somebody spilled grease on the floor and didn’t clean it up,24,1,0,0,0,0.6369,Good
The carpet looked like it had not been vacuumed,9,0,0,0,0,0.3612,Good
That’s room 828,0,0,0,0,0,0,Neutral
The air conditioning in the room was unbearably cold yet,10,0,0,0,0,0.0,Average
It said it was 74° not 74°,0,0,0,0,0,0,Neutral
We fought with the temperature gauge all night long,9,0,0,0,0,-0.3182,Worst
"If we shut it off it was too hot if we turned it on, it was too cold no matter how high we turn the temperature",27,0,0,0,0,-0.0191,Average
"I have stayed in this hotel before, but I have never been this disappointed",15,0,0,0,1,-0.7129,Worst
"When we checked out, I mentioned the stains on the carpet, the two people at the desk exchange glances as if I was a Karen",27,0,0,0,0,0.0,Average
Thank you so much,4,0,0,0,0,0.3612,Good
The room was 75-82 with the AC running icy cold 24/7,0,0,0,0,0,0,Neutral
"The shower only had one temp - slightly too hot to stay in the stream, but not scalding",19,0,0,0,0,0.0,Average
The doors did not close all the way without intentionally pulling/pushing very firmly,13,0,0,0,0,0.0,Average
When we reached our room initially the door was open,10,0,0,0,0,0.1027,Good
"On our third day housekeeping came in while we were gone due to a misunderstanding about our extend stay and did not pull the door closed, so it was open when we got back at 11pm",37,0,0,0,0,-0.2732,Worst
"Thankfully nothing was missing, but anyone walking by had full access to our room all day long",18,0,0,0,0,0.3278,Good
We will not be back,5,0,0,0,0,0.0,Average
"Carpet in room was disgusting, shower head was broken, pool needed major cleaning cigarette butts in pool and trash all around pool not heated extremely cold, hot tub was broken, TV remote did not work",39,0,0,0,2,-0.8625,Worst
paid for parking even though I parked on side street as parking lot as was always packed,17,0,0,0,0,0.0,Average
Informed hotel staff and nothing was done about it,9,0,0,0,0,0.0,Average
Just sleeping on a comfortable bad,6,1,0,0,0,-0.0516,Good
Water leakage from air conditioner,5,0,0,0,0,0.0,Average
Room was changed,3,0,0,0,0,0.0,Average
Assigned room just above the outer ac unit of the hotel building and very noisy,15,0,0,0,1,-0.2484,Worst
Room was changed again,4,0,0,0,0,0.0,Average
I have never connected to wifi in the third room,10,0,0,0,0,0.0,Average
"I informed the front, no technician came even if I warned two times",14,0,0,0,0,-0.5106,Worst
Hotel staff did not care about my request,8,0,0,0,0,-0.3875,Worst
Terrible customer service,3,0,0,0,1,-0.4767,Worst
My wife and I recently got stuck at the Denver Airport so we called Holiday Inn,16,0,0,0,0,0.2415,Good
We told them we were stuck at the airport and they said they offer a free shuttle that would pick us up,22,0,0,0,0,0.3182,Good
So we booked the room and they gave us a number to call for the shuttle,16,0,0,0,0,0.0772,Good
So we called for a ride and they told us they don't pick up people for free outside of the certain radius,23,0,0,0,0,0.6597,Good
So we called Holiday Inn back to cancel our room and they told us we could not get a refund on that short of notice and I told them they lied to us about the free shuttle because they knew how far away we were because I told them we were at the airport at the very beginning,58,0,0,0,1,0.3947,Worst
The gentleman I talked to said we had to apply to get a refund,14,0,0,0,0,0.0,Average
"We did get our room canceled on the spot, but it's been 5 days and so far no refund",21,0,0,0,0,-0.4969,Worst
My wife has received multiple emails from them and it seems they are unwilling to refund our money,18,0,0,0,0,0.0,Average
"If you need the money that bad that you are unwilling to do what's right, you clearly don't know how to run a business",27,0,0,0,0,-0.2023,Worst
Arrived after a long day of traveling and I just wanted to take a hot shower,16,0,0,0,0,0.0,Average
The person at the front desk Eligh? Helped me,10,0,0,0,0,0.0,Average
When I walked in he was fixing a mistake of placing someone in the wrong room,16,0,0,0,0,-0.6705,Worst
I should’ve just turned around there but I gave him a chance,14,0,0,0,0,0.3612,Good
We went up to our room which was on the 10th floor and the keys didn’t work,19,0,0,0,0,0.0,Average
Went back down and we were placed in a different room,11,0,0,0,0,0.0,Average
He was quick to fix it but at that point I was already irritated,14,1,0,0,0,-0.6124,Good
The shower would not go past Luke warm water and the rooms cleanliness was questionable,15,0,0,0,1,-0.0772,Worst
We asked for an extra blanket and pillows and after 45 minutes we were called back saying there was non available,21,0,0,0,0,0.0,Average
Also as I was checking in a pest control person was there working in the rooms,16,0,0,0,0,0.0,Average
Honestly I’ve let a lot of things go this has been possibly the worst holiday inn hotel I’ve ever stayed at,25,0,0,0,1,0.1531,Worst
DO BETTER IHG!!,5,0,0,0,0,0.5399,Good
"The hotel is nice and big, but the pool was very dirty",13,0,0,0,1,-0.5251,Worst
Positive: The lobby area was very nice,8,0,0,0,0,0.7778,Good
Negative: The staff was unhelpful and had poor customer service,11,0,0,0,0,-0.7783,Worst
The rooms were not clean,5,1,0,0,1,-0.3089,Good
We received no maid service during our stay,8,0,0,0,0,-0.296,Worst
Deadbolt didn't work,4,0,0,0,0,0.0,Average
Locks on balcony door didn't work,7,0,0,0,0,0.0,Average
Stains on the carpet,4,0,0,0,0,0.0,Average
Staff was super helpful and nice,6,1,0,0,0,0.8591,Good
My stay was quick and easy,6,1,0,0,0,0.4404,Good
Parking does cost $15 and the interior of the building looks very institutional from the rooms,17,0,0,0,0,0.0,Average
Stark and plain but that doesn't effect your sleeping =),12,0,0,0,0,0.6486,Good
I stayed on the ninth floor and for the small additional fee,12,0,0,0,0,0.0,Average
It was well worth it for the convenience of having a nice size balcony and beautiful view,17,3,0,0,0,0.8658,Good
"The room was quiet, bed was super comfy and great water pressure for showers",15,2,0,0,0,0.7783,Good
I would stay here again,5,0,0,0,0,0.0,Average
We had booked this for a trip to the ballpark,10,0,0,0,0,0.0,Average
Staff was very friendly and helpful but it was very frustrating not having the AC work with the room being around 80 degrees,23,1,0,0,0,-0.2526,Good
We had to contact staff four times to finally be moved to a new room,15,0,0,0,0,0.0,Average
We also booked a balcony room and was unable to use due to a lock being placed at the bottom,20,0,0,0,0,0.0,Average
There was also no fan in the bathroom,8,0,0,0,0,-0.2411,Worst
Overall I would not recommend,5,1,0,0,2,-0.2755,Worst
I booked this because the price was good and the location worked for my needs,15,0,0,0,0,0.4404,Good
"The room was by the highway, with loud with traffic noises at all hours",15,0,0,0,0,0.0,Average
Luckily they had earplugs,4,0,0,0,0,0.5106,Good
"The restaurant and lobby plays loud music into the night, which carries everywhere",14,0,0,0,0,0.2732,Good
I got a corner room which was a little sheltered from the loud music,14,0,0,0,0,0.0,Average
"The AC control was on the wall, so my efforts to change the temps on the AC failed the first night",22,0,0,0,0,-0.5106,Worst
"It was too cold for just sheets, but the blanket was thick and too hot",16,0,0,0,0,0.0,Average
"When my neighbor came in and out, the door slammed and the wall that my bed was against shuddered",20,0,0,0,0,0.0,Average
"The fridge was tiny, with no real freezer",9,0,0,0,0,-0.296,Worst
"Parking was an extra $15, and the breakfast prices were market rate",14,0,0,0,0,0.0,Average
Luckily I mostly just needed a place to sleep,9,0,0,0,0,0.5106,Good
"And it was near a Chick Fil A, gas station, and some shops",15,0,0,0,0,0.0,Average
Would never stay again,4,1,0,0,0,0.0,Good
Barley warm water in the shower,6,0,0,0,0,0.2263,Good
AC units are set so they can not go below a certain temp,13,0,0,0,0,0.2732,Good
Uncomfortable mattress,2,0,0,0,1,-0.3818,Worst
Lumpy pillows,2,0,0,0,0,0.0,Average
Very small rooms,3,0,0,0,0,0.0,Average
TV does not work right,5,0,0,0,0,0.0,Average
Feels more like a prison then a hotel,8,0,0,0,0,-0.1952,Worst
Carpet everywhere is stained,4,0,0,0,1,0.0,Worst
Overall just sloppy looking place,5,0,0,0,0,0.0,Average
Staff is indifferent at best,5,1,0,0,0,0.5267,Good
You have to pay to park,6,0,0,0,0,-0.1027,Worst
I stayed at this hotel as part of a larger group so everyone could stay at the same facility,19,0,0,0,0,0.0,Average
It was not at a discounted rate but the facility felt like a low budget option,16,0,0,0,0,0.1346,Good
"Poor security, outdated furnishings, poor temperature control in the room, no cold drinking water from the tap, freezing swimming pool",24,0,0,0,1,-0.7506,Worst
"The walls were so thin, I could hear the guests next door to us snoring! The room was clean and the view from the balcony was pretty but I wouldn't stay here again, not worth the money",41,2,0,0,1,0.3056,Good
"Staff was lovely, room was great",7,1,0,0,0,0.836,Good
The breakfast buffet was delicious!,6,1,0,0,0,0.6114,Good
Do not stay here! They moved us three times in the first two hours to find a room that had A/C,22,0,0,0,0,0.0,Average
Then we get to our room and have zero hot water and hot water pressure,15,0,0,0,0,-0.296,Worst
It also looked like someone took a crap and then finger painted with it all over the bathroom,18,0,0,0,0,-0.0258,Average
The elevators are also a joke,6,0,0,0,0,0.296,Good
You have to have your key card to go up or down,12,0,0,0,0,0.0,Average
And most of time it doesn’t register so you just go up and down on the elevator until someone hits the call button on your floor,28,0,0,0,0,0.0,Average
I hate leaving bad reviews but if I can save one person from this hell hole Ive done my job,20,0,0,0,0,-0.8422,Worst
Small room,2,0,0,0,0,0.0,Average
Loved patio though and breakfast,5,1,0,0,0,0.5994,Good
Except not free neither is parking,6,0,0,0,0,-0.4023,Worst
People nice,2,0,0,0,0,0.4215,Good
When I arrived to my room it was 79 degrees,10,0,0,0,0,0.0,Average
"No matter how i adjusted the thermostat on the wall, the room stayed at 79-80 degrees",17,0,0,0,0,-0.0191,Average
A call to the lobby got me a promise of a technician right away,14,0,0,0,0,0.34,Good
30 minutes later I walked down to the lobby,9,0,0,0,0,0.0258,Average
Thankfully I was offered another room,6,0,0,0,0,0.4215,Good
"While in the lobby, i overheard a conversation from a man who found other people's belonging in a room he was checking into",25,0,0,0,0,0.0258,Average
They gave him a new room too,7,0,0,0,0,0.0,Average
Ice machines on 5th and 11th floors weren't working,10,0,0,0,0,0.0,Average
not sure about the others,5,0,0,0,0,-0.2411,Worst
Filled water bottle in bath room sink but only hot water came out,13,0,0,0,0,0.0,Average
I won't be staying here again,7,0,0,0,0,0.0,Average
Poor water pressure and temperature,5,0,0,0,0,-0.6486,Worst
Room ac did not work all the time,8,0,0,0,0,0.0,Average
Drain in bathroom virtually clogged,5,0,0,0,0,0.0,Average
Furniture in room was ok,5,0,1,0,0,0.296,Average
Some damage,2,0,0,0,0,-0.4939,Worst
Eggs at breakfast were HORRIBLE,5,0,0,0,1,-0.6408,Worst
